Gene	Symbol	C1-1 NTR	C1-2 NTR	C2-1 NTR	C2-2 NTR	C3-1 NTR	C3-2 NTR	C4-1 NTR	C4-2 NTR	O1-1 NTR	O1-2 NTR	O2-1 NTR	O2-2 NTR	O3-1 NTR	O3-2 NTR	O4-1 NTR	O4-2 NTR	O5-1 NTR	O5-2 NTR	O6-1 NTR	O6-2 NTR
ENSG00000231389	HLA-DPA1	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.1188	0.0772	0.2074	0.1792	0.0557	0.0638	NaN	NaN	NaN	0	0	0
ENSG00000204248	COL11A2	0	0.034	0	0.2702	0.3348	0	0.8388	0.362	0	0.2961	0.31	0.2893	0.7124	0.1335	0.1656	0.1718	0.2165	0.3478	0.869	0.1084
ENSG00000204231	RXRB	0.3026	0.1954	0.292	0.2385	0.3075	0.1819	0.2484	0.2798	0.6489	0.6838	0.6326	0.6712	0.6785	0.593	0.4674	0.4238	0.4784	0.4969	0.2085	0.1716
ENSG00000137331	IER3	0.3856	0.4102	0.3244	0.2236	0.6797	0.7389	0.5241	0.7474	0.8209	0.8604	0.8487	0.8529	0.5291	0.5216	0.725	0.6573	0.6614	0.6502	0.3973	0.4114
ENSG00000204539	CDSN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.0789	0	0.0515	0.2473	0.2024	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000064652	SNX24	0.0215	0	0.0452	0.0067	0.0192	0	0.0227	0	0.1784	0.087	0.2225	0.2368	0.209	0.0449	0.0193	0.056	0.0247	0.0474	0.0163	0.0249
ENSG00000061455	PRDM6	NaN	0	0	0	0	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000151292	CSNK1G3	0.0476	0.0989	0.1106	0.2472	0.2857	0.2174	0.2363	0.2491	0.7506	0.5541	0.69	0.6995	0.516	0.462	0.4501	0.2714	0.3098	0.5266	0.0612	0.0939
ENSG00000155324	GRAMD2B	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1896	0.9324	0.9254	0.7145	0.6146	0.5969	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000253873	PCDHGA11	0	NaN	0	0	0	0	0	NaN	0.6795	0.2714	0.796	0.5277	0.3996	0.2847	NaN	NaN	NaN	0.1524	NaN	NaN
ENSG00000253159	PCDHGA12	NaN	NaN	0	0	0	0	0	NaN	0.7001	0.324	1	0.7403	0.3693	0.3506	NaN	NaN	NaN	0.184	NaN	NaN
ENSG00000240184	PCDHGC3	0	NaN	0	0	0	0	0	NaN	0.7001	0.321	1	0.7859	0.2895	0.3242	0	NaN	0	0.184	NaN	NaN
ENSG00000242419	PCDHGC4	NaN	NaN	0	0	0	0	0	NaN	0.7001	0.321	1	0.7859	0.3125	0.3415	NaN	NaN	NaN	0.184	NaN	NaN
ENSG00000240764	PCDHGC5	NaN	NaN	0	0	0	0	0	NaN	0.7001	0.321	0.8216	0.7859	0.3125	0.3506	NaN	NaN	NaN	0.1691	NaN	NaN
ENSG00000145868	FBXO38	0.3437	0.2655	0.2269	0.3292	0.1528	0.2692	0.2991	0.2475	0.7678	0.8625	0.6527	0.7287	0.6514	0.5625	0.3688	0.4196	0.467	0.5455	0.1013	0.1213
ENSG00000169252	ADRB2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	0.6104	1	0.7138	0.6215	0.8702	NaN	NaN	NaN	NaN	0.7187	0
ENSG00000173210	ABLIM3	0.3555	NaN	NaN	0.958	0.4456	0.5075	NaN	NaN	0.0274	0	0.1031	0.0201	0.0911	0.2235	0	0	0.1479	0.3174	0	0
ENSG00000157510	AFAP1L1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0.1981	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000080709	KCNN2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN
ENSG00000177879	AP3S1	0.0036	0.0071	0.0038	0.0026	0.0173	0.0183	0.0192	0.0061	0.0936	0.0877	0.0771	0.0588	0.0709	0.0651	0.0211	0.038	0.0191	0.0326	0.0164	0.0137
ENSG00000172901	LVRN	NaN	1	0	NaN	1	NaN	NaN	1	1	1	NaN	1	0.8838	1	NaN	NaN	NaN	0	NaN	NaN
ENSG00000268223	ARL14EPL	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1057	NaN	NaN	NaN	NaN	NaN	NaN	0
ENSG00000145781	COMMD10	0.0038	0.0056	0.0403	0.012	0.0131	0.0164	0.0174	0.0218	0.1398	0.0907	0.0973	0.2066	0.1611	0.0602	0.0751	0.0652	0.0401	0.0676	0.008	0.0184
ENSG00000151725	CENPU	0.033	0.0361	0.029	0.0409	0.0372	0.0285	0.0347	0.0351	0.2144	0.2259	0.2416	0.213	0.2019	0.13	0.0979	0.0716	0.0779	0.0892	0.0171	0.0138
ENSG00000151726	ACSL1	0.089	0.0328	0.1012	0.0762	0.0244	0.0299	0.0361	0.008	0.461	0.4255	0.4571	0.4314	0.3037	0.2875	0.1691	0.1109	0.1727	0.2251	0.0712	0.0504
ENSG00000164323	CFAP97	0.126	0.1295	0.1174	0.1279	0.0986	0.096	0.0767	0.083	0.3759	0.458	0.393	0.4027	0.3597	0.2462	0.1709	0.1504	0.1537	0.2222	0.0355	0.033
ENSG00000109771	LRP2BP	0	0	0	0	0	0	0	0	0	0.5149	0	0	0	0	0.0398	0	0.1912	0.0424	0.2438	0.0419
ENSG00000109775	UFSP2	0.0143	0.0185	0.0189	0.0167	0.0376	0.0345	0.0099	0.0143	0.2119	0.1973	0.1461	0.1959	0.2058	0.1191	0.0243	0.0555	0.0288	0.0534	0.0285	0.006
ENSG00000164031	DNAJB14	0.3537	0.1789	0.1919	0.1871	0.1381	0.2738	0.3061	0.1966	0.7635	0.8036	0.6938	0.6649	0.5897	0.5097	0.2717	0.2515	0.2637	0.4419	0.0587	0.1334
ENSG00000164032	H2AZ1	0.0444	0.0433	0.0521	0.0625	0.0523	0.049	0.0439	0.0455	0.2332	0.2172	0.1979	0.2155	0.2298	0.1575	0.1263	0.0848	0.1062	0.1342	0.0753	0.0754
ENSG00000145358	DDIT4L	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	0
ENSG00000164035	EMCN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000138814	PPP3CA	0.0367	0.1184	0.0725	0.0634	0.0599	0.0539	0.0721	0.1022	0.5141	0.3876	0.4251	0.4487	0.3952	0.3302	0.2006	0.1698	0.2096	0.2979	0.0436	0.0259
ENSG00000198865	CCDC152	0	0	0	0	0	0	0	0	0.1281	0.1898	0.147	0.1934	0.1243	0.2459	0	0.02	0	0.0218	0.0027	0
ENSG00000172262	ZNF131	0.2097	0.1983	0.2872	0.2252	0.168	0.1742	0.2473	0.2042	0.7633	0.8391	0.8267	0.7961	0.7824	0.7316	0.5574	0.4996	0.5558	0.5764	0.2108	0.2135
ENSG00000177453	NIM1K	0	NaN	NaN	0.6729	0	NaN	0	NaN	0.8033	0.3485	NaN	NaN	1	1	1	1	1	0.4954	0.4	0.9194
ENSG00000112992	NNT	0.0059	0.0075	0.0097	0.0108	0.0064	0.0096	0.0067	0.0114	0.0811	0.0906	0.0855	0.0849	0.0749	0.0436	0.0312	0.0362	0.0221	0.0359	0.019	0.0094
ENSG00000253953	PCDHGB4	NaN	NaN	0	0	0	0	0	NaN	0.3616	0.3353	1	0.8546	0.3044	0.3506	NaN	NaN	NaN	0.184	NaN	NaN
ENSG00000253767	PCDHGA8	NaN	NaN	0	0	0	0	0	NaN	0.7001	0.321	1	0.8006	0.3923	0.3671	NaN	NaN	NaN	0.184	NaN	NaN
ENSG00000113209	PCDHB5	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000113211	PCDHB6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000113212	PCDHB7	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000272674	PCDHB16	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000164182	NDUFAF2	0.0055	0.0308	0.0478	0.005	0.0146	0.0087	0.0267	0.0273	0.0755	0.1038	0.1176	0.1283	0.1216	0.0842	0.0491	0.0684	0.0097	0.0432	0.0326	0.0252
ENSG00000130449	ZSWIM6	0.454	0.3556	0.62	0.3566	0.386	0.5357	0.8462	0.3541	0.9012	0.713	0.7248	0.821	0.6139	0.6129	0.7087	0.8019	0.707	0.7256	0.2499	0.2956
ENSG00000068796	KIF2A	0.036	0.102	0.0918	0.1313	0.0785	0.1108	0.1211	0.1166	0.4676	0.5062	0.4472	0.4737	0.4533	0.3964	0.2437	0.3574	0.2926	0.3165	0.0273	0.0616
ENSG00000288643		0.0489	0.0085	0.0679	0.01	0	0.0344	0.0104	0.0078	0.2146	0.1492	0.1945	0.1593	0.09	0.0702	0	0.1613	0.1964	0.1265	0.0104	0.0269
ENSG00000086200	IPO11	0.0151	0.0229	0.0242	0.015	0.0158	0.0308	0.0252	0.0342	0.1593	0.1472	0.2106	0.1456	0.1548	0.1119	0.0596	0.0851	0.0708	0.0759	0.0486	0.0381
ENSG00000276547	PCDHGB5	NaN	NaN	0	0	0	0	0	NaN	0.6417	0.3366	0.8333	0.7604	0.2614	0.32	NaN	NaN	NaN	0.184	NaN	NaN
ENSG00000261934	PCDHGA9	NaN	NaN	0	0	0	0	0	NaN	0.7001	0.321	1	0.7859	0.3237	0.3593	NaN	NaN	NaN	0.184	NaN	NaN
ENSG00000253305	PCDHGB6	NaN	NaN	0	0	0	0	0	0	0.7001	0.321	1	0.5787	0.3733	0.3506	NaN	NaN	NaN	0.184	NaN	NaN
ENSG00000253846	PCDHGA10	NaN	NaN	0	0	0	0	0	NaN	0.6833	0.5263	1	0.6743	0.4848	0.3808	NaN	NaN	NaN	0.184	NaN	NaN
ENSG00000254122	PCDHGB7	NaN	0	0	0	0	0	0	NaN	0.8489	0.3796	0.9155	0.5802	0.3918	0.3536	NaN	NaN	NaN	0.1392	NaN	NaN
ENSG00000145284	SCD5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5508	0.5376	1	0.2402	0.361	0.1745	0	NaN	NaN	NaN	NaN	NaN
ENSG00000138674	SEC31A	0.0154	0.0195	0.0295	0.0169	0.0201	0.0226	0.0241	0.0226	0.1479	0.1497	0.1491	0.1513	0.1569	0.0983	0.0665	0.0659	0.0565	0.0815	0.0348	0.0338
ENSG00000189308	LIN54	0.3173	0.4826	0.4612	0.3195	0.4605	0.4515	0.4243	0.4741	0.933	0.8659	0.9213	0.8916	0.6391	0.5895	0.6538	0.6816	0.6115	0.6858	0.1872	0.1709
ENSG00000145287	PLAC8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2667	0.1963	0.1188	0.1206	0.1347	0.1539	NaN	NaN	NaN	0	0	NaN
ENSG00000173085	COQ2	0.013	0	0.0111	0.0338	0.0194	0.007	0.0132	0.014	0.1245	0.0984	0.0997	0.1313	0.1093	0.0745	0.0474	0.0092	0.0635	0.0579	0.0212	0.0138
ENSG00000178537	SLC25A20	0.0175	0.0451	0.056	0.077	0.0283	0.0373	0.0386	0.0518	0.2452	0.2344	0.1958	0.1959	0.251	0.1998	0.1024	0.1141	0.1164	0.1146	0.0135	0.0613
ENSG00000178149	DALRD3	0.0088	0.014	0.0242	0.0308	0.0105	0.0172	0.0416	0.0104	0.0876	0.0775	0.097	0.0998	0.0681	0.0628	0.0476	0.0249	0.033	0.0568	0.0362	0.0492
ENSG00000178035	IMPDH2	0.0208	0.0172	0.0233	0.0216	0.0336	0.0395	0.0355	0.0384	0.1282	0.1146	0.1174	0.1074	0.1599	0.1148	0.0697	0.0401	0.0668	0.1242	0.0524	0.0461
ENSG00000290315		0.0366	0.0412	0.0479	0.0477	0.0645	0.0741	0.0728	0.0722	0.3045	0.2927	0.2634	0.2506	0.2644	0.2141	0.1481	0.1154	0.1213	0.1783	0.057	0.0578
ENSG00000198218	QRICH1	0.3711	0.4084	0.4594	0.4342	0.3461	0.3626	0.3817	0.3807	0.838	0.8286	0.8434	0.8282	0.7324	0.6897	0.6754	0.5546	0.5891	0.6977	0.218	0.2424
ENSG00000146007	ZMAT2	0.056	0.0612	0.0719	0.0538	0.068	0.0497	0.0529	0.0914	0.2579	0.2227	0.2136	0.2207	0.2197	0.1672	0.1027	0.1392	0.1026	0.1425	0.0889	0.0711
ENSG00000204970	PCDHA1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	1	NaN	NaN	NaN
ENSG00000204969	PCDHA2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN
ENSG00000255408	PCDHA3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN
ENSG00000204967	PCDHA4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN
ENSG00000205302	SNX2	0.0503	0.0489	0.052	0.0444	0.0326	0.0108	0.0424	0.0269	0.3353	0.3298	0.2738	0.3302	0.273	0.1804	0.1261	0.1007	0.089	0.1147	0.0276	0.0257
ENSG00000146263	MMS22L	0.1175	0.1763	0.1322	0.1256	0.1542	0.1248	0.1477	0.1463	0.697	0.675	0.6957	0.6181	0.6175	0.4501	0.2902	0.3089	0.2263	0.3053	0.0492	0.0623
ENSG00000112234	FBXL4	0.054	0.0988	0.1856	0.0415	0.1702	0.1525	0.2184	0.196	0.7386	0.7511	0.7067	0.6217	0.5992	0.5289	0.3592	0.2679	0.3104	0.4411	0.1444	0.024
ENSG00000146267	FAXC	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000132423	COQ3	0.044	0.0552	0.0538	0.0382	0.0252	0.0306	0.0308	0.008	0.2009	0.1592	0.1307	0.1782	0.1407	0.124	0.0491	0.0524	0.0675	0.0664	0.0177	0.0442
ENSG00000009413	REV3L	0.1752	0.2598	0.2073	0.2172	0.2995	0.2473	0.2798	0.2483	0.8301	0.8474	0.7592	0.7973	0.7291	0.6777	0.5256	0.5196	0.5215	0.6098	0.1959	0.1648
ENSG00000056972	TRAF3IP2	0.3771	0.3634	0.0921	0.0891	0.5384	0.4201	0.371	0.3281	0.714	0.8681	0.7821	0.8897	0.8099	0.7099	0.3968	0.6057	0.535	0.5452	0.1982	0.1332
ENSG00000010810	FYN	0.4064	NaN	NaN	0.2912	0.2449	0.093	0.3924	0.3345	0.3964	0.3806	0.4104	0.3805	0.3675	0.3578	0.0907	0.1996	0.2243	0.2426	0.1212	0.1344
ENSG00000074935	TUBE1	0.0941	0.0653	0.1543	0.0482	0.1797	0.1496	0.209	0.1092	0.6442	0.692	0.7044	0.6154	0.4189	0.3291	0.3474	0.3931	0.328	0.3293	0.0318	0.0625
ENSG00000112769	LAMA4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN
ENSG00000137409	MTCH1	0.0545	0.0635	0.0679	0.0522	0.0573	0.0681	0.0962	0.0832	0.3423	0.3602	0.3577	0.3044	0.334	0.2606	0.1866	0.1703	0.1425	0.201	0.1379	0.1058
ENSG00000172738	TMEM217	0.2675	0.4649	0.4305	0.1111	0.3691	0.6715	0.5862	0.5037	0.9993	0.2763	0.7353	1	0.5599	0.5018	0.6964	0.5784	0.7803	0.6422	0.1951	0.0673
ENSG00000286105	TMEM217B	0.2675	0.2792	0.814	0	0.3369	0.6577	0.7463	0.4744	0.9993	NaN	0	1	0.7752	0.294	0.5654	0.4833	0.5991	0.5866	0.135	0.0952
ENSG00000198937	CCDC167	0.0183	0.0049	0.0247	0.0226	0.0365	0.0147	0	0.0453	0.1195	0.1624	0.1534	0.1343	0.1761	0.0719	0.0555	0.0627	0.054	0.1042	0.0468	0.0322
ENSG00000112139	MDGA1	0	NaN	0	0	NaN	0.9813	NaN	0	0.2851	0.4386	0.5278	0.7906	0.4152	0.5525	0.4244	0.2915	0.2664	0.2124	0.0642	0.0157
ENSG00000112249	ASCC3	0.0644	0.0898	0.114	0.0719	0.0426	0.0588	0.0614	0.0619	0.4581	0.3542	0.3557	0.3409	0.341	0.2765	0.1527	0.1112	0.1075	0.167	0.07	0.0265
ENSG00000085382	HACE1	0.0207	0.0128	0.0852	0.0566	0.0649	0.073	0.0647	0.0422	0.4543	0.3918	0.3969	0.3132	0.3044	0.2275	0.107	0.1278	0.1898	0.1405	0	0.0095
ENSG00000112276	BVES	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000132429	POPDC3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000085377	PREP	0.0862	0.0615	0.0758	0.0692	0.0695	0.0548	0.0688	0.0321	0.2979	0.3383	0.3226	0.3892	0.3159	0.2873	0.1084	0.0893	0.1083	0.1709	0.0342	0.0313
ENSG00000153721	CNKSR3	0.2184	0.1751	0.1099	0.1522	0.2616	0.2384	0.2283	0.2255	0.8296	0.8575	0.8548	0.8452	0.7404	0.7474	0.4728	0.4502	0.5317	0.6019	0.0694	0.0855
ENSG00000029639	TFB1M	0.021	0.0395	0.0611	0.0202	0.0586	0.0965	0.0716	0.0593	0.5838	0.6569	0.4666	0.3155	0.3655	0.3826	0.1256	0.103	0.1076	0.1993	0.0093	0.0129
ENSG00000074771	NOX3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000215712	TMEM242	0.2362	0.1298	0.33	0.3362	0.1681	0.2719	0.2619	0.297	0.6518	0.7132	0.681	0.7652	0.5696	0.4604	0.4172	0.3839	0.3782	0.4319	0.1095	0.1331
ENSG00000122335	SERAC1	0.0511	0.4096	0.2166	0.0677	0.1689	0.1173	0.1448	0.0188	0.5863	0.5325	0.5409	0.5146	0.5738	0.4499	0.2652	0.2634	0.2696	0.342	0.081	0.0583
ENSG00000047936	ROS1	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000282218		0.5617	0.1506	0.6647	0.4612	0.1389	0.3386	0.3142	0.1869	0.8337	0.7897	0.9049	0.771	0.858	0.816	0.6252	0.1872	0.4309	0.6136	0.0517	0.1633
ENSG00000047932	GOPC	0.1944	0.2428	0.3323	0.1892	0.1928	0.1807	0.2996	0.2277	0.877	0.8467	0.8451	0.8333	0.7675	0.7803	0.4364	0.3525	0.4193	0.5075	0.081	0.0833
ENSG00000111860	CEP85L	0.5581	0.6364	0.3942	0.1305	0.2269	0.3934	0	0.5059	0.9763	0.9197	0.9578	0.7173	0.6621	0.6786	0.5376	0.3248	0.3863	0.6855	0.0966	0.109
ENSG00000111877	MCM9	0.2935	0.3959	0.3631	0.381	0.4067	0.3896	0.4584	0.3722	0.8635	0.8543	0.8508	0.8758	0.7291	0.6346	0.5094	0.5621	0.6238	0.7204	0.1622	0.1355
ENSG00000112299	VNN1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0846	0	0	0.6348	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000112303	VNN2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	0	0.1253	0	0	NaN	NaN	NaN	0	0.0267	0.0285
ENSG00000146409	SLC18B1	0.008	0.0076	0.0142	0.0126	0.0081	0.0063	0.0136	0.0134	0.0912	0.0685	0.0723	0.0446	0.0689	0.0289	0.0646	0.0456	0.0351	0.0584	0.0163	0.007
ENSG00000078081	LAMP3	0	0	0	0.0287	0.078	0.0122	0	0.0348	0.0864	0.1983	0.2532	0.2956	0.1966	0.1211	0.3144	0.0653	0.2169	0.0792	0.0372	0
ENSG00000053524	MCF2L2	0.0301	0.0368	0	0.035	0.022	0.0268	0.0489	0	0.0673	0.0163	0	0.0472	0.0324	0.0543	0.3424	0	0	0.1769	0	0
ENSG00000174928	C3orf33	0.0659	0.6271	0.1163	0.1559	0.2334	0.1421	0.1182	0.2078	0.9935	0.907	1	0.8658	0.7078	0.7982	0.333	0.6025	0.6384	0.7073	0.2062	0
ENSG00000284952		0.122	0.2008	0.1169	0.1526	0.1168	0.2225	0.2337	0.2805	0.8606	0.8298	0.8587	0.7914	0.7205	0.5942	0.4364	0.5007	0.4196	0.5391	0.1495	0.1124
ENSG00000169359	SLC33A1	0.1183	0.1263	0.1372	0.1903	0.0834	0.1147	0.1594	0.2263	0.7999	0.8083	0.8299	0.7554	0.648	0.5807	0.4001	0.4264	0.3787	0.479	0.1359	0.0894
ENSG00000114850	SSR3	0.0162	0.0205	0.0277	0.0215	0.023	0.0284	0.0289	0.0181	0.195	0.1902	0.1956	0.2131	0.233	0.1611	0.0683	0.0397	0.0603	0.0752	0.044	0.0634
ENSG00000163660	CCNL1	0.654	0.7741	0.771	0.7581	0.869	0.8157	0.8689	0.8899	0.9216	0.9433	0.929	0.9188	0.8439	0.8378	0.8881	0.8865	0.9197	0.8989	0.439	0.4127
ENSG00000163781	TOPBP1	0.1229	0.0967	0.165	0.1548	0.0984	0.0742	0.1218	0.0862	0.5036	0.4657	0.487	0.4711	0.4608	0.3534	0.2042	0.1812	0.1714	0.2694	0.0932	0.1
ENSG00000154917	RAB6B	0.0851	0.096	0.0895	0.0682	0.0747	0.0604	0.0667	0.0724	0.3551	0.3019	0.3793	0.3309	0.264	0.1934	0.171	0.1356	0.1331	0.183	0.0209	0.0275
ENSG00000163785	RYK	0.1164	0.104	0.1325	0.0272	0.1342	0.1655	0.1501	0.092	0.5736	0.4664	0.6195	0.6048	0.5222	0.4677	0.2634	0.232	0.1648	0.2363	0.0514	0.0765
ENSG00000114019	AMOTL2	NaN	0	NaN	NaN	NaN	0	0	NaN	NaN	0.2333	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000071794	HLTF	0.0334	0.0347	0.0409	0.0401	0.0289	0.0228	0.031	0.0424	0.245	0.2484	0.2771	0.2297	0.2069	0.1371	0.076	0.0689	0.0703	0.1106	0.0206	0.0214
ENSG00000047457	CP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169908	TM4SF1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000119231	SENP5	0.5586	0.3925	0.3974	0.3978	0.3877	0.472	0.4547	0.3811	0.8898	0.8894	0.8719	0.8782	0.8396	0.7327	0.635	0.6493	0.633	0.7427	0.2332	0.2781
ENSG00000270170	NCBP2AS2	0.6524	0.5649	0.6679	0.5182	0.637	0.5814	0.5556	0.5946	0.8174	0.8766	0.9051	0.8841	0.821	0.7849	0.7989	0.7108	0.7288	0.8282	0.4678	0.4339
ENSG00000122068	FYTTD1	0.0386	0.0267	0.0232	0.0777	0.021	0.0341	0.0275	0.0323	0.2611	0.2872	0.2334	0.3023	0.2667	0.2222	0.1265	0.0721	0.0616	0.1108	0.0163	0.0214
ENSG00000186001	LRCH3	0.137	0.3084	0.1448	0.1942	0.1067	0.1429	0.1342	0.186	0.6953	0.7334	0.5906	0.7177	0.5864	0.5398	0.438	0.38	0.315	0.4327	0.0765	0.0585
ENSG00000182899	RPL35A	0.0099	0.0079	0.0089	0.0125	0.0151	0.0114	0.0204	0.0208	0.0698	0.0738	0.0717	0.059	0.0724	0.05	0.0299	0.0175	0.0191	0.0276	0.018	0.0233
ENSG00000114503	NCBP2	0.048	0.0892	0.0705	0.0875	0.0546	0.0561	0.0817	0.1169	0.3997	0.3942	0.3527	0.372	0.4364	0.3094	0.1743	0.1301	0.1771	0.2306	0.0806	0.0889
ENSG00000119227	PIGZ	0.0275	0.2874	0.2072	0.3003	0.1518	0.153	0.173	0.106	0.4377	0.4467	0.443	0.3971	0.6584	0.338	0.5494	0.4122	0.5333	0.2456	0.4722	0.0979
ENSG00000163975	MELTF	0.1109	0.1258	0.1817	0.1343	0.0754	0.1586	0.1064	0.1174	0.0888	0.1097	0.2076	0.1142	0.2394	0.1448	0.1942	0.0725	0.3074	0.2399	0.2569	0.2466
ENSG00000075711	DLG1	0.1492	0.1682	0.175	0.1635	0.0998	0.0715	0.1211	0.1787	0.5092	0.5917	0.5241	0.493	0.4616	0.4237	0.3857	0.3438	0.2781	0.3275	0.0943	0.1024
ENSG00000161267	BDH1	0.1877	0.1167	0.0399	0.0639	0.1018	0.0717	0.0434	0.0491	0.3872	0.3689	0.3561	0.3376	0.397	0.3234	0.2887	0.083	0	0.2163	0.0228	0.0752
ENSG00000068885	IFT80	0.0391	0.022	0	0.0632	0.05	0.0517	0.0302	0.0218	0.22	0.2272	0.2755	0.1579	0.242	0.1482	0.0812	0.0845	0.1384	0.1415	0.0168	0.0266
ENSG00000213186	TRIM59	0.0914	0.1111	0.1472	0.1217	0.1463	0.133	0.177	0.1645	0.4115	0.4398	0.3907	0.413	0.3783	0.3226	0.3717	0.3469	0.323	0.367	0.0452	0.0611
ENSG00000186432	KPNA4	0.0723	0.1124	0.1445	0.0959	0.0928	0.0847	0.1306	0.1132	0.5652	0.5548	0.4908	0.5253	0.5063	0.3957	0.2579	0.2073	0.2263	0.3075	0.0648	0.0746
ENSG00000169255	B3GALNT1	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	0.6777	0.7512	0.6639	0.603	0.5361	0.554	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000163631	ALB	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0.5919	0.1786	0.2175	0.6801	0.4455	NaN	NaN	NaN	NaN	NaN	0	0.504
ENSG00000081051	AFP	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000169429	CXCL8	0.4156	0.7758	1	1	0.7556	0.5599	0.5612	0.9439	0.7934	0.8414	0.9069	0.8649	0.6248	0.5928	0	0.4836	1	0.4695	0.3247	0.203
ENSG00000145016	RUBCN	0.3071	0.393	0.2526	0.3149	0.216	0.3298	0.3057	0.3455	0.748	0.7709	0.8152	0.7433	0.7178	0.6934	0.5129	0.4566	0.4788	0.5565	0.2176	0.1708
ENSG00000077092	RARB	NaN	NaN	NaN	0	0	0	NaN	NaN	0	0	0	0	0	0	NaN	NaN	0	0	NaN	0
